"id","name_vi","name_en","short_name","aliases","park_key","category","province_code","province_en","former_province_code","former_province_en","commune_code","commune_name","status","area_ha","developer","geometry_type","location_accuracy","geometry_source","feature_count","osm_refs","lon","lat","source_url","source_date","verified_on"
"VN-IP-01-nam-thang-long","Khu công nghiệp Nam Thăng Long","","Nam Thang Long","Khu công nghiệp Nam Thăng Long","nam thang long","industrial_park","01","Ha Noi","01","Ha Noi","00598","Thượng Cát","unknown",30.74,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/676033260",105.76156,21.080997,"https://www.openstreetmap.org/way/676033260","","2026-08-11"
"VN-IP-01-ninh-hiep","Khu công nghiệp Ninh Hiệp","","Ninh Hiep","Khu công nghiệp Ninh Hiệp","ninh hiep","industrial_park","01","Ha Noi","01","Ha Noi","00541","Phù Đổng","unknown",,"","point","locality","osm_reference_point",2,"https://www.openstreetmap.org/node/9032745601|https://www.openstreetmap.org/node/9032745602",105.950591,21.069007,"https://www.openstreetmap.org/node/9032745601","","2026-08-11"
"VN-IP-01-noi-bai","Khu công nghiệp Nội Bài","","Noi Bai","Khu công nghiệp Nội Bài|Khu Công Nghiệp Nội Bài","noi bai","industrial_park","01","Ha Noi","01","Ha Noi","00376","Sóc Sơn","unknown",115.216,"","polygon","site","osm_site_polygon",3,"https://www.openstreetmap.org/node/9025161135|https://www.openstreetmap.org/node/9025161136|https://www.openstreetmap.org/way/642234178",105.812985,21.232611,"https://www.openstreetmap.org/way/642234178","","2026-08-11"
"VN-IP-01-phu-nghia","Khu công nghiệp Phú Nghĩa","","Phu Nghia","Khu công nghiệp Phú Nghĩa|KCN Phú Nghĩa - Tuyến 57","phu nghia","industrial_park","01","Ha Noi","01","Ha Noi","10030","Phú Nghĩa","unknown",173.291,"","polygon","site","osm_site_polygon",5,"https://www.openstreetmap.org/node/8948067797|https://www.openstreetmap.org/node/8948071438|https://www.openstreetmap.org/node/11528486383|https://www.openstreetmap.org/way/842611500|https://www.openstreetmap.org/way/1225570526",105.668566,20.929832,"https://www.openstreetmap.org/way/842611500","","2026-08-11"
"VN-IP-01-phu-thinh","Khu công nghiệp Phú Thịnh","","Phu Thinh","Khu công nghiệp Phú Thịnh","phu thinh","industrial_park","01","Ha Noi","01","Ha Noi","09574","Sơn Tây","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/node/9017576141",105.499202,21.146256,"https://www.openstreetmap.org/node/9017576141","","2026-08-11"
"VN-IP-01-quang-minh","Khu công nghiệp Quang Minh","","Quang Minh","Khu công nghiệp Quang Minh|KCN Quang Minh - Km 8+150 Cao tốc BTL-NB","quang minh","industrial_park","01","Ha Noi","01","Ha Noi","08974","Quang Minh","unknown",315.824,"","polygon","site","osm_site_polygon",4,"https://www.openstreetmap.org/node/8831420049|https://www.openstreetmap.org/node/8831420063|https://www.openstreetmap.org/node/11771786531|https://www.openstreetmap.org/way/597870255",105.765541,21.192574,"https://www.openstreetmap.org/way/597870255","","2026-08-11"
"VN-IP-01-sai-dong-b","Khu công nghiệp Sài Đồng B","Sai Dong B Industrial Park","Sai Dong B","Khu công nghiệp Sài Đồng B|Sai Dong B Industrial Park","sai dong b","industrial_park","01","Ha Noi","01","Ha Noi","00145","Long Biên","unknown",68.247,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/28475336",105.903278,21.029937,"https://www.openstreetmap.org/way/28475336","","2026-08-11"
"VN-IP-01-thach-that","Khu công nghiệp Thạch Thất - Quốc Oai","","Thach That","Khu công nghiệp Thạch Thất - Quốc Oai|Khu công nghiệp Thạch Thất","thach that","industrial_park","01","Ha Noi","01","Ha Noi","10003","Tây Phương","unknown",,"","point","locality","osm_site_point",3,"https://www.openstreetmap.org/node/7234483821|https://www.openstreetmap.org/node/8945948103|https://www.openstreetmap.org/relation/16130747",105.630342,21.009643,"https://www.openstreetmap.org/relation/16130747","","2026-08-11"
"VN-IP-01-thang-long","Khu công nghiệp Thăng Long","","Thang Long","Khu công nghiệp Thăng Long","thang long","industrial_park","01","Ha Noi","01","Ha Noi","00493","Thiên Lộc","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/way/111733276",105.775648,21.121484,"https://www.openstreetmap.org/way/111733276","","2026-08-11"
"VN-IP-01-tu-liem","Khu công nghiệp Từ Liêm","","Tu Liem","Khu công nghiệp Từ Liêm","tu liem","industrial_park","01","Ha Noi","01","Ha Noi","00622","Xuân Phương","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/node/11786607775",105.740892,21.046446,"https://www.openstreetmap.org/node/11786607775","","2026-08-11"
"VN-IP-01-van-minh","Khu công nghiệp Văn Minh","","Van Minh","Khu công nghiệp Văn Minh","van minh","industrial_park","01","Ha Noi","01","Ha Noi","10015","Chương Mỹ","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/node/8948071442",105.694462,20.923722,"https://www.openstreetmap.org/node/8948071442","","2026-08-11"
"VN-IP-01-vinh-hoang","Khu công nghiệp Vĩnh Hoàng","","Vinh Hoang","Khu công nghiệp Vĩnh Hoàng","vinh hoang","industrial_park","01","Ha Noi","01","Ha Noi","00322","Tương Mai","unknown",1.379,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1524898082",105.87111,20.984263,"https://www.openstreetmap.org/way/1524898082","","2026-08-11"
"VN-IP-04-chu-trinh","Khu công nghiệp Chu Trinh","","Chu Trinh","Khu công nghiệp Chu Trinh","chu trinh","industrial_park","04","Cao Bang","04","Cao Bang","01288","Tân Giang","unknown",56.626,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1487151130",106.303411,22.590626,"https://www.openstreetmap.org/way/1487151130","","2026-08-11"
"VN-IP-08-binh-vang","Khu công nghiệp Bình Vàng","","Binh Vang","Khu công nghiệp Bình Vàng","binh vang","industrial_park","08","Tuyen Quang","02","Ha Giang","00913","Vị Xuyên","unknown",106.198,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/1727617422|https://www.openstreetmap.org/way/1417711908",104.975334,22.708149,"https://www.openstreetmap.org/way/1417711908","","2026-08-11"
"VN-IP-19-diem-thuy","Khu công nghiệp Điềm Thụy","Diem Thuy Industrial Zone","Diem Thuy","Khu công nghiệp Điềm Thụy|Diem Thuy Industrial Zone","diem thuy","industrial_park","19","Thai Nguyen","19","Thai Nguyen","05860","Phổ Yên","unknown",146.975,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/595823815",105.889661,21.467698,"https://www.openstreetmap.org/way/595823815","","2026-08-11"
"VN-IP-19-gang-thep-thai-nguyen","Khu công nghiệp Gang Thép Thái Nguyên","Thái Nguyên Steel","Gang Thep Thai Nguyen","Khu công nghiệp Gang Thép Thái Nguyên|Thái Nguyên Steel","gang thep thai nguyen","industrial_park","19","Thai Nguyen","19","Thai Nguyen","05467","Gia Sàng","unknown",220.88,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/483040802",105.86661,21.559347,"https://www.openstreetmap.org/way/483040802","","2026-08-11"
"VN-IP-19-song-cong-1","Khu công nghiệp Sông Công I","","Song Cong I","Khu công nghiệp Sông Công I","song cong 1","industrial_park","19","Thai Nguyen","19","Thai Nguyen","05528","Bách Quang","unknown",90.018,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/way/483072761|https://www.openstreetmap.org/way/483072762",105.868609,21.485056,"https://www.openstreetmap.org/way/483072761","","2026-08-11"
"VN-IP-19-song-cong-2","Khu công nghiệp Sông Công II","Song Cong II Industrial Park","Song Cong II","Khu công nghiệp Sông Công II|Song Cong II Industrial Park","song cong 2","industrial_park","19","Thai Nguyen","19","Thai Nguyen","05528","Bách Quang","unknown",239.431,"","polygon","site","osm_site_polygon",3,"https://www.openstreetmap.org/way/854769485|https://www.openstreetmap.org/way/854769492|https://www.openstreetmap.org/way/854769497",105.843818,21.507238,"https://www.openstreetmap.org/way/854769497","","2026-08-11"
"VN-IP-19-thanh-binh","Khu công nghiệp Thanh Bình","","Thanh Binh","Khu công nghiệp Thanh Bình","thanh binh","industrial_park","19","Thai Nguyen","06","Bac Kan","02107","Thanh Thịnh","unknown",41.334,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1137272848",105.804404,21.934114,"https://www.openstreetmap.org/way/1137272848","","2026-08-11"
"VN-IP-19-yen-binh","Khu công nghiệp Yên Bình","Yen Binh Industrial Zone","Yen Binh","Khu công nghiệp Yên Bình|Yen Binh Industrial Zone","yen binh","industrial_park","19","Thai Nguyen","19","Thai Nguyen","05860","Phổ Yên","unknown",407.688,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/482837619",105.896216,21.43424,"https://www.openstreetmap.org/way/482837619","","2026-08-11"
"VN-IP-22-bac-tien-phong","Khu công nghiệp Bắc Tiền Phong","","Bac Tien Phong","Khu công nghiệp Bắc Tiền Phong","bac tien phong","industrial_park","22","Quang Ninh","22","Quang Ninh","07183","Phong Cốc","unknown",159.391,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1342598567",106.81796,20.888672,"https://www.openstreetmap.org/way/1342598567","","2026-08-11"
"VN-IP-22-cai-lan","Khu công nghiệp Cái Lân","Cái Lân Industrial Zone","Cai Lan","Khu công nghiệp Cái Lân|Cái Lân Industrial Zone","cai lan","industrial_park","22","Quang Ninh","22","Quang Ninh","06673","Bãi Cháy","unknown",,"","point","locality","osm_site_point",19,"https://www.openstreetmap.org/way/932754654|https://www.openstreetmap.org/way/932754656|https://www.openstreetmap.org/way/932754658|https://www.openstreetmap.org/way/932754676|https://www.openstreetmap.org/way/932754677|https://www.openstreetmap.org/way/932754680|https://www.openstreetmap.org/way/932754681|https://www.openstreetmap.org/way/932754686|https://www.openstreetmap.org/way/932754687|https://www.openstreetmap.org/way/1111549098|https://www.openstreetmap.org/way/1111549099|https://www.openstreetmap.org/way/1111549101|https://www.openstreetmap.org/way/1111549102|https://www.openstreetmap.org/way/1111549103|https://www.openstreetmap.org/way/1358274454|https://www.openstreetmap.org/way/1358274459|https://www.openstreetmap.org/way/1383066428|https://www.openstreetmap.org/way/1383066429|https://www.openstreetmap.org/relation/19047910",107.040578,20.978392,"https://www.openstreetmap.org/relation/19047910","","2026-08-11"
"VN-IP-22-dong-mai","Khu công nghiệp Đông Mai","","Dong Mai","Khu công nghiệp Đông Mai","dong mai","industrial_park","22","Quang Ninh","22","Quang Ninh","07135","Đông Mai","unknown",156.466,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1183626964",106.833576,21.003234,"https://www.openstreetmap.org/way/1183626964","","2026-08-11"
"VN-IP-22-hai-hoa","Khu công nghiệp Hải Hòa","","Hai Hoa","Khu công nghiệp Hải Hòa","hai hoa","industrial_park","22","Quang Ninh","22","Quang Ninh","06712","Móng Cái 1","unknown",4.823,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/286780042",107.974881,21.525921,"https://www.openstreetmap.org/way/286780042","","2026-08-11"
"VN-IP-22-hai-yen","Khu công nghiệp Hải Yên","","Hai Yen","Khu công nghiệp Hải Yên","hai yen","industrial_park","22","Quang Ninh","22","Quang Ninh","06736","Móng Cái 3","unknown",86.679,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/487991000",107.915562,21.539713,"https://www.openstreetmap.org/way/487991000","","2026-08-11"
"VN-IP-22-song-khoai","Khu công nghiệp Sông Khoai","","Song Khoai","Khu công nghiệp Sông Khoai","song khoai","industrial_park","22","Quang Ninh","22","Quang Ninh","07147","Hiệp Hoà","unknown",231.795,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1183626963",106.809259,20.981553,"https://www.openstreetmap.org/way/1183626963","","2026-08-11"
"VN-IP-22-viet-hung","Khu công nghiệp Việt Hưng","","Viet Hung","Khu công nghiệp Việt Hưng","viet hung","industrial_park","22","Quang Ninh","22","Quang Ninh","06661","Việt Hưng","unknown",,"","point","locality","osm_site_point",1,"https://www.openstreetmap.org/relation/19202928",106.993937,21.006551,"https://www.openstreetmap.org/relation/19202928","","2026-08-11"
"VN-IP-24-dai-dong","Khu công nghiệp Đại Đồng - Hoàn Sơn","Dai Dong - Hoan Son Industrial Park","Dai Dong","Khu công nghiệp Đại Đồng - Hoàn Sơn|Dai Dong - Hoan Son Industrial Park","dai dong","industrial_park","24","Bac Ninh","27","Bac Ninh","09340","Đại Đồng","unknown",269.19,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/way/642268651|https://www.openstreetmap.org/way/1451002213",105.997974,21.100772,"https://www.openstreetmap.org/way/642268651","","2026-08-11"
"VN-IP-24-dinh-tram","Khu công nghiệp Đình Trám","","Dinh Tram","Khu công nghiệp Đình Trám","dinh tram","industrial_park","24","Bac Ninh","27","Bac Ninh","07795","Nếnh","unknown",145.574,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/597865634",106.126564,21.253243,"https://www.openstreetmap.org/way/597865634","","2026-08-11"
"VN-IP-24-dong-cao","Khu công nghiệp Đồng Cao","","Dong Cao","Khu công nghiệp Đồng Cao","dong cao","industrial_park","24","Bac Ninh","27","Bac Ninh","09190","Võ Cường","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/node/11528179707",106.040994,21.162558,"https://www.openstreetmap.org/node/11528179707","","2026-08-11"
"VN-IP-24-gia-binh-1","Khu Công nghiệp Gia Bình I","","Gia Binh I","Khu Công nghiệp Gia Bình I","gia binh 1","industrial_park","24","Bac Ninh","27","Bac Ninh","09487","Đông Cứu","unknown",317.745,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1489181623",106.149764,21.062051,"https://www.openstreetmap.org/way/1489181623","","2026-08-11"
"VN-IP-24-gia-binh-2","Khu công nghiệp Gia Bình II","Gia Binh II Industrial Zone","Gia Binh II","Khu công nghiệp Gia Bình II|KCN Gia Bình 2|Gia Binh II Industrial Zone","gia binh 2","industrial_park","24","Bac Ninh","27","Bac Ninh","09475","Nhân Thắng","unknown",251.724,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/12487768214|https://www.openstreetmap.org/way/1346104850",106.242273,21.089657,"https://www.openstreetmap.org/way/1346104850","","2026-08-11"
"VN-IP-24-hanaka","Khu công nghiệp Hanaka","","Hanaka","Khu công nghiệp Hanaka","hanaka","industrial_park","24","Bac Ninh","27","Bac Ninh","09385","Đồng Nguyên","unknown",48.863,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/642268658",105.958184,21.120783,"https://www.openstreetmap.org/way/642268658","","2026-08-11"
"VN-IP-24-hoa-phu","Khu công nghiệp Hoà Phú","","Hoa Phu","Khu công nghiệp Hoà Phú","hoa phu","industrial_park","24","Bac Ninh","27","Bac Ninh","07870","Xuân Cẩm","unknown",187.735,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1157349503",105.965109,21.237282,"https://www.openstreetmap.org/way/1157349503","","2026-08-11"
"VN-IP-24-lang-nghe-man-xa","Khu công nghiệp Làng Nghề Mẫn Xá","","Lang Nghe Man Xa","Khu công nghiệp Làng Nghề Mẫn Xá","lang nghe man xa","industrial_park","24","Bac Ninh","27","Bac Ninh","09238","Văn Môn","unknown",25.084,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1461783586",105.935849,21.178034,"https://www.openstreetmap.org/way/1461783586","","2026-08-11"
"VN-IP-24-nam-son","Khu công nghiệp Nam Sơn - Hạp Lĩnh","","Nam Son","Khu công nghiệp Nam Sơn - Hạp Lĩnh","nam son","industrial_park","24","Bac Ninh","27","Bac Ninh","09286","Nam Sơn","unknown",166.778,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1265422032",106.093743,21.130006,"https://www.openstreetmap.org/way/1265422032","","2026-08-11"
"VN-IP-24-quang-chau","Khu công nghiệp Quang Châu","","Quang Chau","Khu công nghiệp Quang Châu","quang chau","industrial_park","24","Bac Ninh","27","Bac Ninh","07795","Nếnh","unknown",434.89,"","polygon","site","osm_site_polygon",3,"https://www.openstreetmap.org/way/806896214|https://www.openstreetmap.org/way/806896221|https://www.openstreetmap.org/way/1134824189",106.115346,21.22243,"https://www.openstreetmap.org/way/806896214","","2026-08-11"
"VN-IP-24-que-vo","Khu công nghiệp Quế Võ","Que Vo Industrial Zone","Que Vo","Khu công nghiệp Quế Võ|Que Vo Industrial Zone","que vo","industrial_park","24","Bac Ninh","27","Bac Ninh","09286","Nam Sơn","unknown",621.05,"VietinBank","polygon","site","osm_site_polygon",6,"https://www.openstreetmap.org/node/13426996373|https://www.openstreetmap.org/node/13426996374|https://www.openstreetmap.org/node/13446482125|https://www.openstreetmap.org/way/454819115|https://www.openstreetmap.org/way/597872887|https://www.openstreetmap.org/way/1453949597",106.118506,21.15395,"https://www.openstreetmap.org/way/597872887","","2026-08-11"
"VN-IP-24-que-vo-2","Khu công nghiệp Quế Võ II","","Que Vo II","Khu công nghiệp Quế Võ II|KCN Quế Võ 2|KCN Quế Võ II - giai đoạn 2","que vo 2","industrial_park","24","Bac Ninh","27","Bac Ninh","09301","Đào Viên","under_construction",127.282,"","polygon","site","osm_site_polygon",3,"https://www.openstreetmap.org/node/12487768221|https://www.openstreetmap.org/way/597920929|https://www.openstreetmap.org/way/1459341105",106.222085,21.129771,"https://www.openstreetmap.org/way/597920929","","2026-08-11"
"VN-IP-24-que-vo-3","Khu công nghiệp Quế Võ III","","Que Vo III","Khu công nghiệp Quế Võ III|KCN Quế Võ III|KCN Quế Võ 3","que vo 3","industrial_park","24","Bac Ninh","27","Bac Ninh","09247","Quế Võ","unknown",139.567,"","polygon","site","osm_site_polygon",5,"https://www.openstreetmap.org/node/5141145926|https://www.openstreetmap.org/node/12297020578|https://www.openstreetmap.org/node/12390042718|https://www.openstreetmap.org/node/12390042719|https://www.openstreetmap.org/way/1184113104",106.180675,21.147897,"https://www.openstreetmap.org/way/1184113104","","2026-08-11"
"VN-IP-24-que-vo-mo-rong-2","Khu công nghiệp Quế Võ Mở Rộng 2","","Que Vo Mo Rong 2","Khu công nghiệp Quế Võ Mở Rộng 2|Khu Công nghiệp Quế Võ mở rộng 2","que vo mo rong 2","industrial_park","24","Bac Ninh","27","Bac Ninh","09313","Chi Lăng","under_construction",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/way/1453949602",106.14263,21.133466,"https://www.openstreetmap.org/way/1453949602","","2026-08-11"
"VN-IP-24-song-khe","Khu công nghiệp Song Khê - Nội Hoàng","","Song Khe","Khu công nghiệp Song Khê - Nội Hoàng","song khe","industrial_park","24","Bac Ninh","27","Bac Ninh","07696","Tiền Phong","unknown",,"","point","locality","osm_site_point",1,"https://www.openstreetmap.org/relation/15646446",106.175143,21.243952,"https://www.openstreetmap.org/relation/15646446","","2026-08-11"
"VN-IP-24-thuan-thanh-2","Khu công nghiệp Thuận Thành 2","","Thuan Thanh 2","Khu công nghiệp Thuận Thành 2","thuan thanh 2","industrial_park","24","Bac Ninh","27","Bac Ninh","09409","Mão Điền","unknown",213.768,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1119170920",106.108766,21.060302,"https://www.openstreetmap.org/way/1119170920","","2026-08-11"
"VN-IP-24-thuan-thanh-3","Khu công nghiệp Thuận Thành 3","","Thuan Thanh 3","Khu công nghiệp Thuận Thành 3|Khu công nghiệp Thuận Thành III","thuan thanh 3","industrial_park","24","Bac Ninh","27","Bac Ninh","09400","Thuận Thành","unknown",403.189,"","polygon","site","osm_site_polygon",3,"https://www.openstreetmap.org/node/13021151314|https://www.openstreetmap.org/way/1119170923|https://www.openstreetmap.org/way/1467190501",106.073395,21.04501,"https://www.openstreetmap.org/way/1119170923","","2026-08-11"
"VN-IP-24-tien-son","Khu công nghiệp Tiên Sơn","Tien Son Industrial Park","Tien Son","Khu công nghiệp Tiên Sơn|KCN Tiên Sơn|Tien Son Industrial Park|Tien Son Industrial Park Road","tien son","industrial_park","24","Bac Ninh","27","Bac Ninh","09340","Đại Đồng","unknown",380.271,"Agribank","polygon","site","osm_site_polygon",18,"https://www.openstreetmap.org/node/11527469455|https://www.openstreetmap.org/node/11528179714|https://www.openstreetmap.org/node/13039476486|https://www.openstreetmap.org/node/13614826906|https://www.openstreetmap.org/node/13655197801|https://www.openstreetmap.org/node/13897951368|https://www.openstreetmap.org/way/28473576|https://www.openstreetmap.org/way/326188265|https://www.openstreetmap.org/way/326189310|https://www.openstreetmap.org/way/416500571|https://www.openstreetmap.org/way/1256790912|https://www.openstreetmap.org/way/1339058307|https://www.openstreetmap.org/way/1362810636|https://www.openstreetmap.org/way/1362810637|https://www.openstreetmap.org/way/1451002217|https://www.openstreetmap.org/way/1524792863|https://www.openstreetmap.org/way/1524792867|https://www.openstreetmap.org/way/1524792876",105.992509,21.122509,"https://www.openstreetmap.org/way/28473576","","2026-08-11"
"VN-IP-24-van-trung","Khu công nghiệp Vân Trung","","Van Trung","Khu công nghiệp Vân Trung","van trung","industrial_park","24","Bac Ninh","27","Bac Ninh","07795","Nếnh","unknown",345.563,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/704069818",106.141746,21.242049,"https://www.openstreetmap.org/way/704069818","","2026-08-11"
"VN-IP-24-viet-han","Khu công nghiệp Việt Hàn","","Viet Han","Khu công nghiệp Việt Hàn|KCN Việt Hàn","viet han","industrial_park","24","Bac Ninh","24","Bac Giang","07795","Nếnh","unknown",53.028,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/8339162584|https://www.openstreetmap.org/way/897187625",106.14562,21.255019,"https://www.openstreetmap.org/way/897187625","","2026-08-11"
