"id","name_vi","name_en","aliases","category","province_code","province_en","former_province_code","status","area_ha","developer","website","geometry_type","location_accuracy","part_count","osm_ids","source","source_url","verified_on","attribute_source","geometry_observed_on","longitude","latitude"
"osm_way_593793804","Cụm công nghiệp Hà Bình Phương",,,"industrial_cluster","01","Ha Noi","01","unknown",47.1730069098006,,,"polygon","site",1,"osm_way_593793804","OpenStreetMap","https://www.openstreetmap.org/way/593793804",2026-08-31,"osm",2026-08-31,105.872145433247,20.8792327962008
"osm_way_1389555879","Cụm công nghiệp Hồ Điền",,,"industrial_cluster","01","Ha Noi","01","unknown",12.9005235860092,,,"polygon","site",1,"osm_way_1389555879","OpenStreetMap","https://www.openstreetmap.org/way/1389555879",2026-08-31,"osm",2026-08-31,105.72522979315,21.1015633460726
"osm_way_1389555874","Cụm công nghiệp Kim Quan",,,"industrial_cluster","01","Ha Noi","01","unknown",12.7234991559683,,,"polygon","site",1,"osm_way_1389555874","OpenStreetMap","https://www.openstreetmap.org/way/1389555874",2026-08-31,"osm",2026-08-31,105.585559042804,21.0443022960256
"osm_relation_18458660","Cụm công nghiệp La Phù",,,"industrial_cluster","01","Ha Noi","01","unknown",13.6233138971092,,,"polygon","site",1,"osm_relation_18458660","OpenStreetMap","https://www.openstreetmap.org/relation/18458660",2026-08-31,"osm",2026-08-31,105.730073931693,20.9872327461068
"osm_way_632763524","Cụm công nghiệp Lai Xá",,,"industrial_cluster","01","Ha Noi","01","unknown",32.1928621149304,,,"polygon","site",1,"osm_way_632763524","OpenStreetMap","https://www.openstreetmap.org/way/632763524",2026-08-31,"osm",2026-08-31,105.725725928453,21.0613853460841
"osm_way_1230260364","Cụm công nghiệp Lại Yên",,,"industrial_cluster","01","Ha Noi","01","unknown",31.28825615464,,,"polygon","site",1,"osm_way_1230260364","OpenStreetMap","https://www.openstreetmap.org/way/1230260364",2026-08-31,"osm",2026-08-31,105.71859784093,21.0227851460917
"osm_node_12672418260","Cụm Công Nghiệp Lam Điền",,,"industrial_cluster","01","Ha Noi","01","unknown",,,,"point","locality",1,"osm_node_12672418260","OpenStreetMap","https://www.openstreetmap.org/node/12672418260",2026-08-31,"osm",2026-08-31,105.7280393,20.8921864
"osm_way_1389555865","Cụm công nghiệp làng nghề Bát Tràng",,,"industrial_cluster","01","Ha Noi","01","unknown",15.7892510472471,,,"polygon","site",1,"osm_way_1389555865","OpenStreetMap","https://www.openstreetmap.org/way/1389555865",2026-08-31,"osm",2026-08-31,105.922557889907,20.9767475961977
"osm_way_1458080168","Cụm công nghiệp làng nghề cơ khí - mộc Nguyên Hanh",,,"industrial_cluster","01","Ha Noi","01","unknown",7.12557693518692,,,"polygon","site",1,"osm_way_1458080168","OpenStreetMap","https://www.openstreetmap.org/way/1458080168",2026-08-31,"osm",2026-08-31,105.897821749378,20.7770982962413
"osm_way_1389555864","Cụm công nghiệp làng nghề Đại Thắng",,,"industrial_cluster","01","Ha Noi","01","under_construction",7.45719913036877,,,"polygon","site",1,"osm_way_1389555864","OpenStreetMap","https://www.openstreetmap.org/way/1389555864",2026-08-31,"osm",2026-08-31,105.873778629978,20.7752891462311
"osm_way_1389555863","Cụm công nghiệp làng nghề Phú Túc",,,"industrial_cluster","01","Ha Noi","01","unknown",7.23140280130256,,,"polygon","site",1,"osm_way_1389555863","OpenStreetMap","https://www.openstreetmap.org/way/1389555863",2026-08-31,"osm",2026-08-31,105.809721929053,20.7622285962057
"osm_way_1370236504","Cụm công nghiệp làng nghề Phú Yên",,,"industrial_cluster","01","Ha Noi","01","under_construction",13.3729541022198,,,"polygon","site",1,"osm_way_1370236504","OpenStreetMap","https://www.openstreetmap.org/way/1370236504",2026-08-31,"osm",2026-08-31,105.907658171547,20.6994208462684
"osm_way_759194964","Cụm công nghiệp làng nghề Tân Triều",,,"industrial_cluster","01","Ha Noi","01","unknown",7.32544782649583,,,"polygon","site",1,"osm_way_759194964","OpenStreetMap","https://www.openstreetmap.org/way/759194964",2026-08-31,"osm",2026-08-31,105.807198839609,20.9756751461449
"osm_way_1389431587","Cụm công nghiệp làng nghề xã Kiêu Kỵ",,,"industrial_cluster","01","Ha Noi","01","unknown",10.8171052060718,,,"polygon","site",1,"osm_way_1389431587","OpenStreetMap","https://www.openstreetmap.org/way/1389431587",2026-08-31,"osm",2026-08-31,105.955333583609,20.985981196209
"osm_way_560585167","Cụm công nghiệp Liên Hà",,,"industrial_cluster","01","Ha Noi","01","unknown",17.7151991400918,,,"polygon","site",1,"osm_way_560585167","OpenStreetMap","https://www.openstreetmap.org/way/560585167",2026-08-31,"osm",2026-08-31,105.708463540704,21.1110069960627
"osm_way_1389555877","Cụm công nghiệp Liên Hà",,,"industrial_cluster","01","Ha Noi","01","unknown",2.90114128708603,,,"polygon","site",1,"osm_way_1389555877","OpenStreetMap","https://www.openstreetmap.org/way/1389555877",2026-08-31,"osm",2026-08-31,105.902851242664,21.136838546143
"osm_way_1458203103","Cụm công nghiệp Liên Hà 2",,,"industrial_cluster","01","Ha Noi","01","unknown",20.8388024989156,,,"polygon","site",1,"osm_way_1458203103","OpenStreetMap","https://www.openstreetmap.org/way/1458203103",2026-08-31,"osm",2026-08-31,105.890461177573,21.1439489461361
"osm_way_1345355003","Cụm công nghiệp Liên Hiệp",,,"industrial_cluster","01","Ha Noi","01","unknown",3.36225601104512,,,"polygon","site",1,"osm_way_1345355003","OpenStreetMap","https://www.openstreetmap.org/way/1345355003",2026-08-31,"osm",2026-08-31,105.64358184305,21.0447140460517
"osm_relation_20618281","Cụm công nghiệp Liên Phương",,,"industrial_cluster","01","Ha Noi","01","unknown",17.1434918046776,,,"polygon","site",1,"osm_relation_20618281","OpenStreetMap","https://www.openstreetmap.org/relation/20618281",2026-08-31,"osm",2026-08-31,105.885758885701,20.87004514621
"osm_way_1105528602","Cụm công nghiệp Ngọc Hoà",,,"industrial_cluster","01","Ha Noi","01","unknown",11.6386383732236,,,"polygon","site",1,"osm_way_1105528602","OpenStreetMap","https://www.openstreetmap.org/way/1105528602",2026-08-31,"osm",2026-08-31,105.696536231635,20.922038896109
"osm_way_251931709","Cụm công nghiệp Ngọc Hồi",,,"industrial_cluster","01","Ha Noi","01","unknown",55.8769534025113,,,"polygon","site",1,"osm_way_251931709","OpenStreetMap","https://www.openstreetmap.org/way/251931709",2026-08-31,"osm",2026-08-31,105.848757892507,20.9154698961794
"osm_way_1348434387","Cụm công nghiệp Ngọc Liệp",,,"industrial_cluster","01","Ha Noi","01","unknown",23.1462641951776,,,"polygon","site",1,"osm_way_1348434387","OpenStreetMap","https://www.openstreetmap.org/way/1348434387",2026-08-31,"osm",2026-08-31,105.604795929181,21.0023531960441
"osm_way_1389555869","Cụm công nghiệp Ngọc Sơn",,,"industrial_cluster","01","Ha Noi","01","unknown",14.2237181358097,,,"polygon","site",1,"osm_way_1389555869","OpenStreetMap","https://www.openstreetmap.org/way/1389555869",2026-08-31,"osm",2026-08-31,105.712296613165,20.9237991961164
"osm_way_1330108881","Cụm công nghiệp Nguyên Khê",,,"industrial_cluster","01","Ha Noi","01","unknown",98.0153910030698,,,"polygon","site",1,"osm_way_1330108881","OpenStreetMap","https://www.openstreetmap.org/way/1330108881",2026-08-31,"osm",2026-08-31,105.833287070412,21.1702672961025
"osm_way_693979021","Cụm công nghiệp Ninh Hiệp",,,"industrial_cluster","01","Ha Noi","01","unknown",62.0285559361866,,,"polygon","site",1,"osm_way_693979021","OpenStreetMap","https://www.openstreetmap.org/way/693979021",2026-08-31,"osm",2026-08-31,105.951908535896,21.0717671961831
"osm_way_1416954379","Cụm công nghiệp Ô tô Nguyên Khê",,,"industrial_cluster","01","Ha Noi","01","unknown",18.7844262876318,,,"polygon","site",1,"osm_way_1416954379","OpenStreetMap","https://www.openstreetmap.org/way/1416954379",2026-08-31,"osm",2026-08-31,105.854132308006,21.1755558961099
"osm_way_351035451","Cụm công nghiệp Phú Minh",,,"industrial_cluster","01","Ha Noi","01","unknown",34.083057687464,,,"polygon","site",1,"osm_way_351035451","OpenStreetMap","https://www.openstreetmap.org/way/351035451",2026-08-31,"osm",2026-08-31,105.762366696446,21.0622654461009
"osm_way_1189779471","Cụm công nghiệp Phú Thị",,,"industrial_cluster","01","Ha Noi","01","unknown",33.6770986849569,,,"polygon","site",1,"osm_way_1189779471","OpenStreetMap","https://www.openstreetmap.org/way/1189779471",2026-08-31,"osm",2026-08-31,105.959537866011,21.0127848962034
"osm_way_1389555866","Cụm công nghiệp Phú Thịnh",,,"industrial_cluster","01","Ha Noi","01","unknown",8.23546430382029,,,"polygon","site",1,"osm_way_1389555866","OpenStreetMap","https://www.openstreetmap.org/way/1389555866",2026-08-31,"osm",2026-08-31,105.500180149774,21.1475181459591
"osm_way_741264059","Cụm công nghiệp Phùng",,,"industrial_cluster","01","Ha Noi","01","unknown",35.3434896424689,,,"polygon","site",1,"osm_way_741264059","OpenStreetMap","https://www.openstreetmap.org/way/741264059",2026-08-31,"osm",2026-08-31,105.676438983424,21.0911255960544
"osm_way_1192433611","Cụm công nghiệp Phùng Xá",,,"industrial_cluster","01","Ha Noi","01","unknown",11.4883330853739,,,"polygon","site",1,"osm_way_1192433611","OpenStreetMap","https://www.openstreetmap.org/way/1192433611",2026-08-31,"osm",2026-08-31,105.617002920862,21.0162835960487
"osm_way_1188779455","Cụm công nghiệp Quất Động",,,"industrial_cluster","01","Ha Noi","01","unknown",70.7195287297948,,,"polygon","site",1,"osm_way_1188779455","OpenStreetMap","https://www.openstreetmap.org/way/1188779455",2026-08-31,"osm",2026-08-31,105.867988203763,20.8449161962085
"osm_way_1389555862","Cụm công nghiệp Song Phượng",,,"industrial_cluster","01","Ha Noi","01","under_construction",7.08519535542968,,,"polygon","site",1,"osm_way_1389555862","OpenStreetMap","https://www.openstreetmap.org/way/1389555862",2026-08-31,"osm",2026-08-31,105.66782291401,21.0778954460535
"osm_way_595927298","Cụm công nghiệp Thanh Oai",,,"industrial_cluster","01","Ha Noi","01","unknown",53.7108937781582,,,"polygon","site",1,"osm_way_595927298","OpenStreetMap","https://www.openstreetmap.org/way/595927298",2026-08-31,"osm",2026-08-31,105.754087054258,20.9265199461345
"osm_relation_17036129","Cụm Công nghiệp Thanh Oai - Xuân Đỉnh","Thanh Oai Industrial Cluster - Xuan Dinh Ward","Thanh Oai Industrial Cluster - Xuan Dinh Ward","industrial_cluster","01","Ha Noi","01","unknown",,"Trung tâm Tân Đạt",,"point","locality",1,"osm_relation_17036129","OpenStreetMap","https://www.openstreetmap.org/relation/17036129",2026-08-31,"osm",2026-08-31,105.7820239,20.9977715
"osm_way_1370166337","Cụm công nghiệp Thanh Thuỳ",,,"industrial_cluster","01","Ha Noi","01","unknown",5.34739974017105,,,"polygon","site",1,"osm_way_1370166337","OpenStreetMap","https://www.openstreetmap.org/way/1370166337",2026-08-31,"osm",2026-08-31,105.801537720967,20.8721703961712
"osm_way_1436050210","Cụm công nghiệp thực phẩm Hapro",,,"industrial_cluster","01","Ha Noi","01","unknown",25.5471999072623,,,"polygon","site",1,"osm_way_1436050210","OpenStreetMap","https://www.openstreetmap.org/way/1436050210",2026-08-31,"osm",2026-08-31,106.012346317802,21.0327467962225
"osm_way_1345355012","Cụm công nghiệp Trường An",,,"industrial_cluster","01","Ha Noi","01","unknown",11.3548046845346,,,"polygon","site",1,"osm_way_1345355012","OpenStreetMap","https://www.openstreetmap.org/way/1345355012",2026-08-31,"osm",2026-08-31,105.72711828405,20.9972150461015
"osm_way_1389555867","Cụm công nghiệp Vân Hà",,,"industrial_cluster","01","Ha Noi","01","unknown",4.93928111271886,,,"polygon","site",1,"osm_way_1389555867","OpenStreetMap","https://www.openstreetmap.org/way/1389555867",2026-08-31,"osm",2026-08-31,105.914545055649,21.142089646147
"osm_way_1345355007","Cụm công nghiệp Võng Xuyên",,,"industrial_cluster","01","Ha Noi","01","under_construction",5.83462905869725,,,"polygon","site",1,"osm_way_1345355007","OpenStreetMap","https://www.openstreetmap.org/way/1345355007",2026-08-31,"osm",2026-08-31,105.545623844344,21.1245541959854
"osm_relation_18027474","Cụm công nghiệp vừa và nhỏ Từ Liêm",,,"industrial_cluster","01","Ha Noi","01","unknown",63.3270516796759,,,"polygon","site",1,"osm_relation_18027474","OpenStreetMap","https://www.openstreetmap.org/relation/18027474",2026-08-31,"osm",2026-08-31,105.740359190027,21.0447697460939
"osm_way_1389555873","Cụm công nghiệp Yên Sơn",,,"industrial_cluster","01","Ha Noi","01","unknown",8.3203213223763,,,"polygon","site",1,"osm_way_1389555873","OpenStreetMap","https://www.openstreetmap.org/way/1389555873",2026-08-31,"osm",2026-08-31,105.651572243476,21.005165346066
"osm_way_1230260365","Khu công nghiệp An Ninh",,,"industrial_park","01","Ha Noi","01","unknown",8.04740851923011,,,"polygon","site",1,"osm_way_1230260365","OpenStreetMap","https://www.openstreetmap.org/way/1230260365",2026-08-31,"osm",2026-08-31,105.722302831634,21.0219797960937
"osm_way_384465529","Khu công nghiệp Bắc Thăng Long",,,"industrial_park","01","Ha Noi","01","unknown",296.803388529954,,,"polygon","site",1,"osm_way_384465529","OpenStreetMap","https://www.openstreetmap.org/way/384465529",2026-08-31,"osm",2026-08-31,105.772988589315,21.1166128460901
"osm_relation_12993849","Khu công nghiệp Bắc Thăng Long - Bến xe Gia Lâm","Bac Thang Long Industrial Park - Gia Lam Bus Station","Bac Thang Long Industrial Park - Gia Lam Bus Station","industrial_park","01","Ha Noi","01","unknown",,"Công ty Cổ phẩn xe khách Hà Nội",,"point","locality",1,"osm_relation_12993849","OpenStreetMap","https://www.openstreetmap.org/relation/12993849",2026-08-31,"osm",2026-08-31,105.83473335,21.0865369
"osm_relation_17054991","Khu công nghiệp Bắc Thăng Long - Tiến Thịnh (Mê Linh)","Bac Thang Long Industrial Park - Tien Thinh (Yen Lang Commune)","Bac Thang Long Industrial Park - Tien Thinh (Yen Lang Commune)","industrial_park","01","Ha Noi","01","unknown",,"Xí nghiệp Xe buýt Yên Viên",,"point","locality",1,"osm_relation_17054991","OpenStreetMap","https://www.openstreetmap.org/relation/17054991",2026-08-31,"osm",2026-08-31,105.71199185,21.17472635
"osm_way_1024692744","Khu công nghiệp Cầu Giáo",,,"industrial_park","01","Ha Noi","01","unknown",21.1634488636106,,,"polygon","site",1,"osm_way_1024692744","OpenStreetMap","https://www.openstreetmap.org/way/1024692744",2026-08-31,"osm",2026-08-31,105.656248913822,21.0952612460429
"osm_way_637656011","Khu công nghiệp Dương Xá A",,,"industrial_park","01","Ha Noi","01","unknown",37.9599273789417,,,"polygon","site",1,"osm_way_637656011","OpenStreetMap","https://www.openstreetmap.org/way/637656011",2026-08-31,"osm",2026-08-31,105.962756119105,21.0091276462058
"osm_way_908338997","Khu công nghiệp Hà Nội - Đài Tư","Hanoi – Dai Tu Industrial Park","Hanoi – Dai Tu Industrial Park","industrial_park","01","Ha Noi","01","unknown",40.0409623439992,,,"polygon","site",1,"osm_way_908338997","OpenStreetMap","https://www.openstreetmap.org/way/908338997",2026-08-31,"osm",2026-08-31,105.924575044101,21.0310622961826
"osm_way_1493788014","Khu công nghiệp Hoàng Mai",,"Khu công nghiệp Vĩnh Tuy;Khu công nghiệp Lĩnh Nam|Cụm tiểu thủ công nghiệp Hai Bà Trưng;Khu công nghiệp Hai Bà Trưng;Cụm công nghiệp Hoàng Mai","industrial_park","01","Ha Noi","01","unknown",19.5685648174726,,,"polygon","site",2,"osm_way_1493788014|osm_way_1527128710","OpenStreetMap","https://www.openstreetmap.org/way/1493788014",2026-08-31,"osm",2026-08-31,105.867882671898,20.9830018961693
"osm_way_676033260","Khu công nghiệp Nam Thăng Long",,,"industrial_park","01","Ha Noi","01","unknown",30.6353514556048,,,"polygon","site",1,"osm_way_676033260","OpenStreetMap","https://www.openstreetmap.org/way/676033260",2026-08-31,"osm",2026-08-31,105.761560415507,21.0809965960948
"osm_way_642234178","Khu công nghiệp Nội Bài",,,"industrial_park","01","Ha Noi","01","unknown",114.829842509182,,,"polygon","site",1,"osm_way_642234178","OpenStreetMap","https://www.openstreetmap.org/way/642234178",2026-08-31,"osm",2026-08-31,105.812985263452,21.2326108460787
"osm_way_842611500","Khu công nghiệp Phú Nghĩa",,,"industrial_park","01","Ha Noi","01","unknown",172.69250577749,,,"polygon","site",1,"osm_way_842611500","OpenStreetMap","https://www.openstreetmap.org/way/842611500",2026-08-31,"osm",2026-08-31,105.668565853799,20.9298322460921
"osm_relation_17047068","Khu công nghiệp Phú Nghĩa - Nam Thăng Long","Phu Nghia Industrial Park - Nam Thang Long Bus Interchange","Phu Nghia Industrial Park - Nam Thang Long Bus Interchange","industrial_park","01","Ha Noi","01","unknown",,"Công ty Bảo Yến",,"point","locality",1,"osm_relation_17047068","OpenStreetMap","https://www.openstreetmap.org/relation/17047068",2026-08-31,"osm",2026-08-31,105.7221857,21.00761105
"osm_way_597870255","Khu công nghiệp Quang Minh",,,"industrial_park","01","Ha Noi","01","unknown",314.7574719756,,,"polygon","site",1,"osm_way_597870255","OpenStreetMap","https://www.openstreetmap.org/way/597870255",2026-08-31,"osm",2026-08-31,105.76554083745,21.1925736460656
"osm_way_28475336","Khu công nghiệp Sài Đồng B","Sai Dong B Industrial Park","Sai Dong B Industrial Park","industrial_park","01","Ha Noi","01","unknown",68.0184330674637,,,"polygon","site",1,"osm_way_28475336","OpenStreetMap","https://www.openstreetmap.org/way/28475336",2026-08-31,"osm",2026-08-31,105.903278134136,21.0299366961712
"osm_relation_16130747","Khu công nghiệp Thạch Thất - Quốc Oai",,,"industrial_park","01","Ha Noi","01","unknown",157.284620870284,,,"polygon","site",1,"osm_relation_16130747","OpenStreetMap","https://www.openstreetmap.org/relation/16130747",2026-08-31,"osm",2026-08-31,105.632920802072,21.0093934960542
"osm_way_1524898082","Khu công nghiệp Vĩnh Hoàng",,,"industrial_park","01","Ha Noi","01","unknown",1.37460324520361,,,"polygon","site",1,"osm_way_1524898082","OpenStreetMap","https://www.openstreetmap.org/way/1524898082",2026-08-31,"osm",2026-08-31,105.871109771882,20.9842629961713
"osm_way_1487151130","Khu công nghiệp Chu Trinh",,,"industrial_park","04","Cao Bang","04","unknown",56.4632906339218,,,"polygon","site",1,"osm_way_1487151130","OpenStreetMap","https://www.openstreetmap.org/way/1487151130",2026-08-31,"osm",2026-08-31,106.30341072714,22.5906263459193
"osm_way_1417711908","Khu công nghiệp Bình Vàng",,,"industrial_park","08","Tuyen Quang","02","unknown",105.848322744353,,,"polygon","site",1,"osm_way_1417711908","OpenStreetMap","https://www.openstreetmap.org/way/1417711908",2026-08-31,"osm",2026-08-31,104.975334458381,22.7081487453149
"osm_way_886686184","Cụm Công nghiệp Việt Cường 1",,,"industrial_cluster","19","Thai Nguyen","19","unknown",17.4973010640734,,,"polygon","site",1,"osm_way_886686184","OpenStreetMap","https://www.openstreetmap.org/way/886686184",2026-08-31,"osm",2026-08-31,105.803975671887,21.6592650459528
"osm_way_886686617","Cụm Công nghiệp Việt Cường 2",,,"industrial_cluster","19","Thai Nguyen","19","unknown",29.9851955803964,,,"polygon","site",1,"osm_way_886686617","OpenStreetMap","https://www.openstreetmap.org/way/886686617",2026-08-31,"osm",2026-08-31,105.810422656052,21.6533524959582
"osm_way_595823815","Khu công nghiệp Điềm Thụy","Diem Thuy Industrial Zone","Diem Thuy Industrial Zone","industrial_park","19","Thai Nguyen","19","unknown",146.492949762461,,,"polygon","site",1,"osm_way_595823815","OpenStreetMap","https://www.openstreetmap.org/way/595823815",2026-08-31,"osm",2026-08-31,105.889661239767,21.4676975460438
"osm_way_483040802","Khu công nghiệp Gang Thép Thái Nguyên","Thái Nguyên Steel","Thái Nguyên Steel","industrial_park","19","Thai Nguyen","19","unknown",220.15657986144,,,"polygon","site",1,"osm_way_483040802","OpenStreetMap","https://www.openstreetmap.org/way/483040802",2026-08-31,"osm",2026-08-31,105.866609659513,21.5593471960092
"osm_way_483072761","Khu công nghiệp Sông Công I",,,"industrial_park","19","Thai Nguyen","19","unknown",89.7219256706741,,,"polygon","site",2,"osm_way_483072761|osm_way_483072762","OpenStreetMap","https://www.openstreetmap.org/way/483072761",2026-08-31,"osm",2026-08-31,105.868609482215,21.4850562460328
"osm_way_854769497","Khu công nghiệp Sông Công II","Song Cong II Industrial Park","Song Cong II Industrial Park","industrial_park","19","Thai Nguyen","19","unknown",238.641998271187,,,"polygon","site",1,"osm_way_854769497","OpenStreetMap","https://www.openstreetmap.org/way/854769497",2026-08-31,"osm",2026-08-31,105.843818303322,21.5072381960134
"osm_way_1137272848","Khu công nghiệp Thanh Bình",,,"industrial_park","19","Thai Nguyen","06","unknown",41.20006928092,,,"polygon","site",1,"osm_way_1137272848","OpenStreetMap","https://www.openstreetmap.org/way/1137272848",2026-08-31,"osm",2026-08-31,105.804404334961,21.9341144958768
"osm_way_482837619","Khu công nghiệp Yên Bình","Yen Binh Industrial Zone","Yen Binh Industrial Zone","industrial_park","19","Thai Nguyen","19","unknown",406.349164451297,,,"polygon","site",1,"osm_way_482837619","OpenStreetMap","https://www.openstreetmap.org/way/482837619",2026-08-31,"osm",2026-08-31,105.896215585554,21.4342403960537
"osm_relation_19873792","Cụm công nghiệp Phương Nam",,,"industrial_cluster","22","Quang Ninh","22","unknown",62.6786499457814,,,"polygon","site",1,"osm_relation_19873792","OpenStreetMap","https://www.openstreetmap.org/relation/19873792",2026-08-31,"osm",2026-08-31,106.701186676035,21.0103520465432
"osm_way_1342598567","Khu công nghiệp Bắc Tiền Phong",,,"industrial_park","22","Quang Ninh","22","unknown",158.960814458779,,,"polygon","site",1,"osm_way_1342598567","OpenStreetMap","https://www.openstreetmap.org/way/1342598567",2026-08-31,"osm",2026-08-31,106.817959838606,20.88867179663
"osm_relation_19047910","Khu công nghiệp Cái Lân","Cái Lân Industrial Zone","Cái Lân Industrial Zone","industrial_park","22","Quang Ninh","22","unknown",149.909104606652,,,"polygon","site",1,"osm_relation_19047910","OpenStreetMap","https://www.openstreetmap.org/relation/19047910",2026-08-31,"osm",2026-08-31,107.047902275309,20.9769200967148
"osm_way_1183626964","Khu công nghiệp Đông Mai",,,"industrial_park","22","Quang Ninh","22","unknown",156.048083434357,,,"polygon","site",1,"osm_way_1183626964","OpenStreetMap","https://www.openstreetmap.org/way/1183626964",2026-08-31,"osm",2026-08-31,106.833576028132,21.0032335466023
"osm_way_286780042","Khu công nghiệp Hải Hòa",,,"industrial_park","22","Quang Ninh","22","unknown",4.81706766322513,,,"polygon","site",1,"osm_way_286780042","OpenStreetMap","https://www.openstreetmap.org/way/286780042",2026-08-31,"osm",2026-08-31,107.97488120425,21.5259212469831
"osm_way_487991000","Khu công nghiệp Hải Yên",,,"industrial_park","22","Quang Ninh","22","unknown",86.5723631743395,,,"polygon","site",1,"osm_way_487991000","OpenStreetMap","https://www.openstreetmap.org/way/487991000",2026-08-31,"osm",2026-08-31,107.915561913508,21.5397133469518
"osm_way_1183626963","Khu công nghiệp Sông Khoai",,,"industrial_park","22","Quang Ninh","22","unknown",231.170098892456,,,"polygon","site",1,"osm_way_1183626963","OpenStreetMap","https://www.openstreetmap.org/way/1183626963",2026-08-31,"osm",2026-08-31,106.80925882537,20.9815531966046
"osm_relation_19202928","Khu công nghiệp Việt Hưng",,,"industrial_park","22","Quang Ninh","22","unknown",78.6855712495475,,,"polygon","site",1,"osm_relation_19202928","OpenStreetMap","https://www.openstreetmap.org/relation/19202928",2026-08-31,"osm",2026-08-31,106.993680263975,21.0063767466797
"osm_way_690896893","Texhong Vietnam Industrial Zone",,,"industrial_park","22","Quang Ninh","22","unknown",284.245365535179,,,"polygon","site",1,"osm_way_690896893","OpenStreetMap","https://www.openstreetmap.org/way/690896893",2026-08-31,"osm",2026-08-31,107.738234635443,21.4140703969088
"osm_way_1467206617","Cụm CN Thanh Vân - Bắc Giang",,,"industrial_cluster","24","Bac Ninh","24","unknown",55.9082493014662,,,"polygon","site",1,"osm_way_1467206617","OpenStreetMap","https://www.openstreetmap.org/way/1467206617",2026-08-31,"osm",2026-08-31,105.976994272065,21.4038407961002
"osm_way_661161690","Cụm Công nghiệp Châu Khê",,,"industrial_cluster","24","Bac Ninh","27","unknown",14.0210706457206,,,"polygon","site",1,"osm_way_661161690","OpenStreetMap","https://www.openstreetmap.org/way/661161690",2026-08-31,"osm",2026-08-31,105.925217697241,21.117304746159
